date,ndvi,snow_cover_pct,accumulation_area_ratio,surface_albedo
2020-01-01,0.2968848143136947,72.40424356723332,0.4993982618500298,0.3912149584976397
2020-01-01,0.3895515973521523,72.11663604084531,0.6825416348988029,0.3524059126342379
2020-02-01,0.4143382483955946,63.81590696629996,0.6813509636000639,0.3236862363027312
2020-02-01,0.4834872426670906,68.39798874467338,0.4785811387212267,0.3485042764704202
2020-03-01,0.4540287882883098,46.34816684141432,0.7158110873500068,0.2950207170304186
2020-03-01,0.570139715546805,47.57318226085448,0.7305478807154329,0.3142322975617778
2020-04-01,0.5373043413862086,36.082292947909885,0.6791662693962935,0.3328288786406432
2020-04-01,0.3897150679957176,35.40937069693162,0.6021003841632759,0.2909046177847987
2020-05-01,0.3108373353831881,24.24709708598591,0.6624119817052155,0.362907518991703
2020-05-01,0.3793428546900135,35.592530719834386,0.6681952971294963,0.3193177165852876
2020-06-01,0.309522781290499,10.66367403704126,0.5689733243406544,0.4255535364379702
2020-06-01,0.1838969241897162,16.741998261970913,0.662834550926428,0.427372631150647
2020-07-01,0.0906758608684834,34.73895833309347,0.5987753227153085,0.430701530788398
2020-07-01,0.0004731837434655,27.45053883833941,0.6324166352488442,0.456646280239592
2020-08-01,-0.1213508369570292,38.16959511159004,0.5102745628514168,0.5003235695784126
2020-08-01,-0.0881225076154701,26.93642064405173,0.5869856945632315,0.4716328096473127
2020-09-01,-0.0950174317456179,47.640340671052826,0.6096995964992717,0.5310230395104505
2020-09-01,-0.0886270032697935,39.87428706671196,0.6075804558193726,0.5211684897369917
2020-10-01,-0.0849814038411415,70.44475298483682,0.6595157025436913,0.488916033064301
2020-10-01,0.0055495165787898,65.93227157384713,0.5322838288487888,0.4514277506499816
2020-11-01,-0.0275331715533067,76.30216220901048,0.5181779316766527,0.4735859436812767
2020-11-01,-0.0303741617280615,72.67182978969122,0.6975119733417751,0.4263348297466847
2020-12-01,0.2034281487403013,74.61127611035347,0.809238727568546,0.4013503696282022
2020-12-01,0.2092316929266151,84.26216667398111,0.5852942618497861,0.3592153564447981
2021-01-01,0.3629941397124211,72.01815842136966,0.5174502803207488,0.3446118633111088
2021-01-01,0.2968848143136947,72.40424356723332,0.4993982618500298,0.3912149584976397
2021-02-01,0.4834872426670906,68.39798874467338,0.4785811387212267,0.3485042764704202
2021-02-01,0.4988987647241971,64.4263177926655,0.5678614158347006,0.3277483047374754
2021-03-01,0.4381524644560959,52.52493639490229,0.6412931454275624,0.3300471410419206
2021-03-01,0.4540287882883098,46.34816684141432,0.7158110873500068,0.2950207170304186
2021-04-01,0.5373043413862086,36.082292947909885,0.6791662693962935,0.3328288786406432
2021-04-01,0.3937847904811178,39.32877597085061,0.5436275447196025,0.3148793552299516
2021-05-01,0.3760970782808449,18.01775585118796,0.5177779604433568,0.3825723109114259
2021-05-01,0.3108373353831881,24.24709708598591,0.6624119817052155,0.362907518991703
2021-06-01,0.2148492336616593,18.327493820795254,0.6243687211491912,0.3723979708357022
2021-06-01,0.1838969241897162,16.741998261970913,0.662834550926428,0.427372631150647
2021-07-01,0.0906758608684834,34.73895833309347,0.5987753227153085,0.430701530788398
2021-07-01,0.0625246425172938,21.644511330662063,0.6244966571108722,0.415932351212897
2021-08-01,-0.1213508369570292,38.16959511159004,0.5102745628514168,0.5003235695784126
2021-08-01,-0.0424852106604827,31.733353837131425,0.549305682462887,0.4854915864005114
2021-09-01,-0.0886270032697935,39.87428706671196,0.6075804558193726,0.5211684897369917
2021-09-01,-0.1340012360789245,58.82727120140548,0.5528961694381677,0.5076813089787862
2021-10-01,0.0055495165787898,65.93227157384713,0.5322838288487888,0.4514277506499816
2021-10-01,-0.0481949362772813,67.02490855480478,0.6232049937357637,0.485948645416562
2021-11-01,-0.0303741617280615,72.67182978969122,0.6975119733417751,0.4263348297466847
2021-11-01,0.0646536236649339,69.67634234185793,0.4551915658502675,0.4086511579992026
2021-12-01,0.1642824290986815,84.58930973527389,0.4592536225623445,0.3982175992097443
2021-12-01,0.2092316929266151,84.26216667398111,0.5852942618497861,0.3592153564447981
2022-01-01,0.4432887255572378,86.59154309859633,0.5281555778747564,0.3239106099899029
2022-01-01,0.3629941397124211,72.01815842136966,0.5174502803207488,0.3446118633111088
2022-02-01,0.4988987647241971,64.4263177926655,0.5678614158347006,0.3277483047374754
2022-02-01,0.4834992671809209,70.16232630275573,0.5786552848288152,0.3267909105981569
2022-03-01,0.4404348251398675,42.403150170229935,0.6310907565598004,0.307331964921937
2022-03-01,0.4381524644560959,52.52493639490229,0.6412931454275624,0.3300471410419206
2022-04-01,0.3937847904811178,39.32877597085061,0.5436275447196025,0.3148793552299516
2022-04-01,0.4926353015670231,32.578829635668754,0.7475356216949551,0.294599863895009
2022-05-01,0.3760970782808449,18.01775585118796,0.5177779604433568,0.3825723109114259
2022-05-01,0.3012659164886339,30.353793632399952,0.6857659623202019,0.3397226616532662
2022-06-01,0.2148492336616593,18.327493820795254,0.6243687211491912,0.3723979708357022
2022-06-01,0.2393542301871226,16.461652671906094,0.5840061470036573,0.378815729562221
2022-07-01,0.0625246425172938,21.644511330662063,0.6244966571108722,0.415932351212897
2022-07-01,0.1079297789503702,26.238335027197984,0.5980983792097311,0.4487464180545367
2022-08-01,-0.0424852106604827,31.733353837131425,0.549305682462887,0.4854915864005114
2022-08-01,-0.100841737052917,38.87317026714667,0.4997470635362191,0.5057053867884685
2022-09-01,-0.0518311935377838,45.365347642109576,0.598148686400761,0.4802854790732891
2022-09-01,-0.1340012360789245,58.82727120140548,0.5528961694381677,0.5076813089787862
2022-10-01,-0.0481949362772813,67.02490855480478,0.6232049937357637,0.485948645416562
2022-10-01,-0.0391685747885066,64.702373219691,0.5711341361079861,0.4966834706888007
2022-11-01,0.0646536236649339,69.67634234185793,0.4551915658502675,0.4086511579992026
2022-11-01,0.0911030079997243,59.7744254131878,0.632271856033809,0.4393948476325514
2022-12-01,0.1642824290986815,84.58930973527389,0.4592536225623445,0.3982175992097443
2022-12-01,0.2948396491326973,74.87806179332856,0.5172769056447677,0.3841425433547532
2023-01-01,0.4432887255572378,86.59154309859633,0.5281555778747564,0.3239106099899029
2023-01-01,0.3377305941998564,74.71792135656736,0.6519346514241172,0.3478593928009088
2023-02-01,0.4834992671809209,70.16232630275573,0.5786552848288152,0.3267909105981569
2023-02-01,0.422120812917457,58.76108409017575,0.7532738913002578,0.2926926131731687
2023-03-01,0.4404348251398675,42.403150170229935,0.6310907565598004,0.307331964921937
2023-03-01,0.4555242785187238,58.16205651965818,0.5891239851543142,0.2889270138930564
2023-04-01,0.4190171068870597,27.849293110196843,0.6401711722098942,0.2894399017697792
2023-04-01,0.4926353015670231,32.578829635668754,0.7475356216949551,0.294599863895009
2023-05-01,0.3461449145292947,21.81901545298192,0.6690143991711113,0.3892945026583279
2023-05-01,0.3012659164886339,30.353793632399952,0.6857659623202019,0.3397226616532662
2023-06-01,0.2170575987408322,20.65370288643045,0.5598779528114164,0.4007052710394346
2023-06-01,0.2393542301871226,16.461652671906094,0.5840061470036573,0.378815729562221
2023-07-01,0.0638345399665009,31.22560433179742,0.6224092481810417,0.4360054898401484
2023-07-01,0.1079297789503702,26.238335027197984,0.5980983792097311,0.4487464180545367
2023-08-01,-0.100841737052917,38.87317026714667,0.4997470635362191,0.5057053867884685
2023-08-01,-0.0184484586835303,27.820689244102788,0.6012592400781794,0.4908821385931282
2023-09-01,-0.0518311935377838,45.365347642109576,0.598148686400761,0.4802854790732891
2023-09-01,-0.0993499054061046,55.81581876077479,0.6097676098548831,0.4977534390061834
2023-10-01,0.0128690827225342,65.05116530509794,0.5226990216144534,0.4821831483877794
2023-10-01,-0.0391685747885066,64.702373219691,0.5711341361079861,0.4966834706888007
2023-11-01,0.0911030079997243,59.7744254131878,0.632271856033809,0.4393948476325514
2023-11-01,0.036767158338102,71.0732188582934,0.6024510174258942,0.4622833340008687
2023-12-01,0.2948396491326973,74.87806179332856,0.5172769056447677,0.3841425433547532
2023-12-01,0.3360084583294809,82.31051737131635,0.6497998291245449,0.4151501542009462
2024-01-01,0.3377305941998564,74.71792135656736,0.6519346514241172,0.3478593928009088
2024-01-01,0.3812833673882503,76.97606059140051,0.7451143607795041,0.3393899770477894
2024-02-01,0.422120812917457,58.76108409017575,0.7532738913002578,0.2926926131731687
2024-02-01,0.4169497433145174,61.99891561420603,0.6959270826085207,0.3018810948086626
2024-03-01,0.4555242785187238,58.16205651965818,0.5891239851543142,0.2889270138930564
